Captions,flag,username,timestamp
/workspaces/HF_imageText/gradio_cached_examples/10/Captions/tmp176yaohx.json,,,2023-10-15 14:03:32.176788
/workspaces/HF_imageText/gradio_cached_examples/10/Captions/tmppnxqb0mg.json,,,2023-10-15 14:03:36.837638
/workspaces/HF_imageText/gradio_cached_examples/10/Captions/tmp4yvgqp24.json,,,2023-10-15 14:03:41.421588
